Unnamed: 0	Dataset_Ids	TF_name	Peak_start	Peak_end	Peak_center	Peak_number	Max_Fold_Enrichment	Max_Norm_Fold_Enrichment	Proximal_genes	Center_position_type
4168	rutR inducible 1,rutR inducible 2	rutR	1016232.0	1016446.0	1016345.0	117	21.35	0.131674	fabA,rmf	genic
4169	rutR inducible 1,rutR inducible 2	rutR	17608.0	17804.0	17713.0	118	21.33	0.119681	nhaA-nhaR,nhaR	genic
4170	rutR inducible 1,rutR inducible 2	rutR	3710248.0	3710425.0	3710344.0	119	21.3	0.119503	eptB,proK	genic
4171	rutR inducible 1,rutR inducible 2	rutR	3087294.0	3087550.0	3087412.0	120	21.28	0.13442	galP,yqgD	genic
4172	rutR inducible 1,rutR inducible 2	rutR	3743195.0	3743415.0	3743309.0	121	21.15	0.118663	yiaK-yiaL-yiaM-yiaN-yiaO-lyxK-sgbH-sgbU-sgbE,yiaT	genic
4173	rutR inducible 1,rutR inducible 2	rutR	1931783.0	1931961.0	1931869.0	122	20.99	0.117755	eda,purT	genic
4174	rutR inducible 1,rutR inducible 2	rutR	4366457.0	4366649.0	4366559.0	123	20.85	0.116985	cutA,dcuA	genic
4175	rutR inducible 1,rutR inducible 2	rutR	955067.0	955277.0	955171.0	124	20.79	0.131304	pflB-focA,ycaO	genic
4176	rutR inducible 1,rutR inducible 2	rutR	4598338.0	4598515.0	4598427.0	125	20.53	0.115156	lgoD,opgB	genic
4177	rutR inducible 1,rutR inducible 2	rutR	1697728.0	1697962.0	1697866.0	126	20.52	0.115114	uidR,uidR-hdhA	genic
4178	rutR inducible 1,rutR inducible 2	rutR	4612771.0	4612985.0	4612879.0	127	20.33	0.121548	yjjU-yjjV,yjjW	genic
4179	rutR inducible 1,rutR inducible 2	rutR	2952664.0	2952857.0	2952743.0	128	20.27	0.113725	argA,recB	genic
4180	rutR inducible 1,rutR inducible 2	rutR	95924.0	96127.0	96015.0	129	20.26	0.113642	ftsL-ftsI-murE-murF-mraY-murD-ftsW-murG-murC-ddlB-ftsQ-ftsA-ftsZ-lpxC,ftsQ	genic
4181	rutR inducible 1,rutR inducible 2	rutR	1246555.0	1246744.0	1246658.0	130	20.25	0.113629	treA,ycgY	genic
4182	rutR inducible 1,rutR inducible 2	rutR	4200322.0	4200514.0	4200408.0	131	19.82	0.11118	hupA,yjaH	genic
4183	rutR inducible 1,rutR inducible 2	rutR	1313495.0	1313685.0	1313593.0	132	19.81	0.111139	yciA,yciA-yciB-yciC	genic
4184	rutR inducible 1,rutR inducible 2	rutR	1052883.0	1053076.0	1052958.0	133	19.45	0.10913	gnsA,yccM	genic
4185	rutR inducible 1,rutR inducible 2	rutR	2833036.0	2833214.0	2833130.0	134	19.36	0.108607	hypF,norV-norW	genic
4186	rutR inducible 1,rutR inducible 2	rutR	1160025.0	1160287.0	1160130.0	135	19.28	0.10814	fhuE,ptsG	genic
4187	rutR inducible 1,rutR inducible 2	rutR	3016274.0	3016464.0	3016374.0	136	18.75	0.105196	ssnA,ygfK-ssnA	genic
4188	rutR inducible 1,rutR inducible 2	rutR	3115765.0	3115987.0	3115875.0	137	18.75	0.112046	pppA,sslE	genic
4189	rutR inducible 1,rutR inducible 2	rutR	2941702.0	2941882.0	2941783.0	138	18.58	0.111364	rlmM-ygdD,rlmM-ygdD-gcvA	genic
4190	rutR inducible 1,rutR inducible 2	rutR	2597305.0	2597476.0	2597387.0	139	18.29	0.102582	ypfH-tmcA-ypfJ,ypfJ-purC	genic
4191	rutR inducible 1,rutR inducible 2	rutR	1913748.0	1913941.0	1913842.0	140	18.01	0.101014	htpX,prc-proQ	genic
4192	rutR inducible 1,rutR inducible 2	rutR	461132.0	461294.0	461221.0	141	17.98	0.100876	hupB,lon	genic
4193	rutR inducible 1,rutR inducible 2	rutR	674681.0	674841.0	674763.0	142	17.98	0.100849	cobC-nadD-holA-lptE-leuS,lptE	genic
4194	rutR inducible 1,rutR inducible 2	rutR	2149534.0	2149693.0	2149610.0	143	17.84	0.100065	yegD,yegI	genic
4195	rutR inducible 1,rutR inducible 2	rutR	3833249.0	3833444.0	3833331.0	144	17.78	0.099762	selC,yicH	genic
4196	rutR inducible 1,rutR inducible 2	rutR	3954353.0	3954539.0	3954455.0	145	17.29	0.097025	ilvA,ilvE-ilvD-ilvA	genic
4197	rutR inducible 1,rutR inducible 2	rutR	3690998.0	3691194.0	3691098.0	146	17.09	0.107957	bcsZ-bcsB,yhjK	genic
4198	rutR inducible 1,rutR inducible 2	rutR	124520.0	124719.0	124617.0	147	16.98	0.09525	aceE-aceF,lpd	genic
4199	rutR inducible 1,rutR inducible 2	rutR	4586309.0	4586492.0	4586409.0	148	16.43	0.098843	hsdS-hsdM,hsdS-hsdM-hsdR	genic
4200	rutR inducible 1,rutR inducible 2	rutR	3340479.0	3340650.0	3340570.0	149	15.57	0.087354	kdsD-kdsC-lptC-lptA,mlaB-mlaC-mlaD-mlaE-mlaF	genic
4201	rutR inducible 1,rutR inducible 2	rutR	1183667.0	1183862.0	1183780.0	150	15.36	0.086198	potD-potC-potB-potA,ycfZ-ymfA	genic
4202	rutR inducible 1,rutR inducible 2	rutR	3033644.0	3033818.0	3033727.0	151	15.36	0.086184	idi,lysS-prfB	genic
4203	rutR inducible 1,rutR inducible 2	rutR	1158405.0	1158597.0	1158497.0	152	15.2	0.089146	fhuE,ptsG	genic
4204	rutR inducible 1,rutR inducible 2	rutR	104456.0	104616.0	104539.0	153	14.92	0.083681	ftsA-ftsZ,ftsZ-lpxC-secM	genic
4205	rutR inducible 1,rutR inducible 2	rutR	1448414.0	1448596.0	1448495.0	154	14.31	0.080269	feaB,tynA	genic
4206	sfsB inducible 1,sfsB inducible 2	sfsB	2518087.0	2518718.0	2518399.0	1	409.57	1.0	alaX-alaW,yfeC-yfeD	intergenic
4207	sfsB inducible 1,sfsB inducible 2	sfsB	563751.0	564264.0	564009.0	2	249.3	0.608679	fimZ,sfmH-sfmF	genic
4208	sfsB inducible 1,sfsB inducible 2	sfsB	3980522.0	3981215.0	3980841.0	3	189.03	0.461541	yifK,yifK-argX-hisR-leuT-proM	intergenic
4209	sfsB inducible 1,sfsB inducible 2	sfsB	3286893.0	3287497.0	3287178.0	4	184.78	0.451167	agaS-kbaY-agaB-agaC-agaD-agaI,yraH	intergenic
4210	sfsB inducible 1,sfsB inducible 2	sfsB	2441510.0	2442011.0	2441764.0	5	176.82	0.484062	mnmC	genic
4211	sfsB inducible 1,sfsB inducible 2	sfsB	3815193.0	3815629.0	3815415.0	6	166.4	0.406274	dut-ttk,pyrE-rph	genic
4212	sfsB inducible 1,sfsB inducible 2	sfsB	998130.0	998690.0	998408.0	7	154.97	0.378365	elfA,elfD-elfC-elfG-ycbU-ycbV-ycbF	genic
4213	sfsB inducible 1,sfsB inducible 2	sfsB	3988851.0	3989338.0	3989087.0	8	151.72	0.370437	glmZ,hemY-hemX	intergenic
4214	sfsB inducible 1,sfsB inducible 2	sfsB	3827058.0	3827480.0	3827283.0	9	143.82	0.351154	gltS,recG	genic
4215	sfsB inducible 1,sfsB inducible 2	sfsB	4079308.0	4079871.0	4079593.0	10	135.5	0.330834	yiiE,yiiF	intergenic
4216	sfsB inducible 1,sfsB inducible 2	sfsB	285160.0	285583.0	285358.0	11	129.75	0.316783	yagG-yagH	intergenic
4217	sfsB inducible 1,sfsB inducible 2	sfsB	2462394.0	2462862.0	2462642.0	12	125.75	0.310596	fadL,yfdF	genic
4218	sfsB inducible 1,sfsB inducible 2	sfsB	3138316.0	3138766.0	3138546.0	13	123.58	0.305237	gss,pitB	intergenic
4219	sfsB inducible 1,sfsB inducible 2	sfsB	4092594.0	4093047.0	4092812.0	14	122.87	0.300003	frvR-frvX-frvB-frvA,yiiG	genic
4220	sfsB inducible 1,sfsB inducible 2	sfsB	1036724.0	1037141.0	1036924.0	15	108.44	0.264753	cbdA-cbdB-appA-cbdX,hyaD-hyaE	genic
4221	sfsB inducible 1,sfsB inducible 2	sfsB	1020847.0	1021333.0	1021091.0	16	101.86	0.248706	sxy,yccS-yccF	intergenic
4222	sfsB inducible 1,sfsB inducible 2	sfsB	2535479.0	2535903.0	2535697.0	17	96.75	0.236223	crr,pdxK	genic
4223	sfsB inducible 1,sfsB inducible 2	sfsB	2124348.0	2124770.0	2124562.0	18	96.33	0.240285	wcaM-wcaL-wcaK,wzxC-wcaJ-cpsG-cpsB-wcaI-wcaH-wcaG-gmd-wcaF-wcaE-wcaD-wcaC	genic
4224	sfsB inducible 1,sfsB inducible 2	sfsB	2284134.0	2284575.0	2284363.0	19	94.27	0.250579	proL,yejL-yejM	intergenic
4225	sfsB inducible 1,sfsB inducible 2	sfsB	1775428.0	1775806.0	1775601.0	20	90.36	0.220627	ydiF-ydiO,ydiP	genic
4226	sfsB inducible 1,sfsB inducible 2	sfsB	1620144.0	1620595.0	1620369.0	21	89.83	0.275665	eamA,marR-marA-marB	genic
4227	sfsB inducible 1,sfsB inducible 2	sfsB	3125703.0	3126100.0	3125902.0	22	88.11	0.215135	glcA-glcB-glcG-glcD-glcF-glcE,glcB-glcG	genic
4228	sfsB inducible 1,sfsB inducible 2	sfsB	2905635.0	2906062.0	2905792.0	23	82.8	0.202167	eno,ygcG	genic
4229	sfsB inducible 1,sfsB inducible 2	sfsB	3295562.0	3295985.0	3295772.0	24	82.57	0.201592	diaA,diaA-yraP	genic
4230	sfsB inducible 1,sfsB inducible 2	sfsB	2000380.0	2000745.0	2000566.0	25	82.53	0.201513	fliY-fliZ-fliA,yecC-yecS-dcyD-fliY	genic
4231	sfsB inducible 1,sfsB inducible 2	sfsB	2968577.0	2968947.0	2968757.0	26	82.41	0.20122	ptsP-rppH,thyA-lgt	genic
4232	sfsB inducible 1,sfsB inducible 2	sfsB	3710456.0	3710929.0	3710693.0	27	81.47	0.257441	eptB,yhjX	intergenic
4233	sfsB inducible 1,sfsB inducible 2	sfsB	4125932.0	4126292.0	4126130.0	28	80.66	0.196946	ftsN-cytR,priA	genic
4234	sfsB inducible 1,sfsB inducible 2	sfsB	936162.0	936954.0	936729.0	29	80.34	0.226778	ftsK,lolA-rarA	genic
4235	sfsB inducible 1,sfsB inducible 2	sfsB	4521816.0	4522186.0	4522034.0	30	78.51	0.191691	yjhF,yjhG-yjhH-yjhI	intergenic
4236	sfsB inducible 1,sfsB inducible 2	sfsB	3451932.0	3452320.0	3452127.0	31	77.69	0.189684	rplN-rpsQ-rpmC-rplP-rpsC-rplV-rpsS-rplB-rplW,rpsQ-rpmC-rplP-rpsC-rplV-rpsS-rplB-rplW	genic
4237	sfsB inducible 1,sfsB inducible 2	sfsB	3736670.0	3737169.0	3736888.0	32	77.14	0.188353	bax,xylR	genic
4238	sfsB inducible 1,sfsB inducible 2	sfsB	4432967.0	4433385.0	4433193.0	33	76.34	0.210725	qorB,ytfF	genic
4239	sfsB inducible 1,sfsB inducible 2	sfsB	800362.0	801087.0	800836.0	34	75.76	0.21469	ybhH,ybhI	genic
4240	sfsB inducible 1,sfsB inducible 2	sfsB	1370114.0	1370473.0	1370295.0	35	74.71	0.182411	ompG,ycjM-ycjN-ycjO-ycjP-ycjQ-ycjR-ycjS-ycjT-ycjU-ycjV-ompG-ymjB	genic
4241	sfsB inducible 1,sfsB inducible 2	sfsB	4569409.0	4569792.0	4569607.0	36	73.28	0.178926	yjiP,yjiR	genic
4242	sfsB inducible 1,sfsB inducible 2	sfsB	2019280.0	2019657.0	2019476.0	37	71.48	0.174517	fliF-fliG-fliH-fliI-fliJ-fliK,fliL-fliM-fliN-fliO-fliP-fliQ-fliR	genic
4243	sfsB inducible 1,sfsB inducible 2	sfsB	2089176.0	2089630.0	2089397.0	38	71.45	0.225796	yeeY-yeeZ,yeeY-yeeZ-yefM-yoeB	genic
4244	sfsB inducible 1,sfsB inducible 2	sfsB	3468575.0	3469254.0	3468785.0	39	71.1	0.174946	bfr-bfd,chiA	genic
4245	sfsB inducible 1,sfsB inducible 2	sfsB	613521.0	613886.0	613704.0	40	71.05	0.173468	fepC-fepG-fepD,fes-entF-fepE-ybdZ	genic
4246	sfsB inducible 1,sfsB inducible 2	sfsB	3904918.0	3905181.0	3905058.0	41	70.05	0.171033	bglB-bglF-bglG,yieK-yieL-bglH	genic
4247	sfsB inducible 1,sfsB inducible 2	sfsB	1770811.0	1771204.0	1771008.0	42	68.72	0.167796	ydiL,ydiM	intergenic
4248	sfsB inducible 1,sfsB inducible 2	sfsB	464409.0	464820.0	464615.0	43	66.87	0.178971	fadM,queC	genic
4249	sfsB inducible 1,sfsB inducible 2	sfsB	1919562.0	1919926.0	1919737.0	44	65.2	0.159192	rsmF-yebV,yebS-yebT	genic
4250	sfsB inducible 1,sfsB inducible 2	sfsB	2910702.0	2911040.0	2910873.0	45	61.94	0.15122	eno-pyrG,mazG-mazF-mazE	genic
4251	sfsB inducible 1,sfsB inducible 2	sfsB	2990856.0	2991274.0	2991078.0	46	60.71	0.148231	ygeF,ygeG	intergenic
4252	sfsB inducible 1,sfsB inducible 2	sfsB	2082377.0	2082789.0	2082584.0	47	60.06	0.186888	sbcB,sbmC-dacD	intergenic
4253	sfsB inducible 1,sfsB inducible 2	sfsB	507032.0	507409.0	507214.0	48	59.78	0.170035	chiX,ybaP	genic
4254	sfsB inducible 1,sfsB inducible 2	sfsB	477782.0	478192.0	477975.0	49	59.71	0.154637	ybaA,ylaB	genic
4255	sfsB inducible 1,sfsB inducible 2	sfsB	1445882.0	1446214.0	1446056.0	50	58.47	0.142762	feaR,ydbH-ynbE-ydbL	genic
4256	sfsB inducible 1,sfsB inducible 2	sfsB	2903436.0	2904124.0	2903961.0	51	57.96	0.141522	queE,yqcE-ygcE	intergenic
4257	sfsB inducible 1,sfsB inducible 2	sfsB	4034446.0	4034797.0	4034622.0	52	57.37	0.140078	hemG,rrsA-ileT-alaT	genic
4258	sfsB inducible 1,sfsB inducible 2	sfsB	2445388.0	2445732.0	2445562.0	53	56.66	0.13833	mnmC,yfcL-epmC-yfcA-mepA-aroC	genic
4259	sfsB inducible 1,sfsB inducible 2	sfsB	3552593.0	3553065.0	3552810.0	54	56.56	0.178741	malQ-malP,malT	intergenic
4260	sfsB inducible 1,sfsB inducible 2	sfsB	2904499.0	2904921.0	2904700.0	55	55.8	0.176001	queE,yqcE-ygcE	intergenic
4261	sfsB inducible 1,sfsB inducible 2	sfsB	1104245.0	1104649.0	1104454.0	56	55.57	0.153267	csgA,csgC	genic
4262	sfsB inducible 1,sfsB inducible 2	sfsB	1589572.0	1589986.0	1589784.0	57	54.77	0.148247	ydeQ,ydeR-ydeS-ydeT	genic
4263	sfsB inducible 1,sfsB inducible 2	sfsB	3361838.0	3362452.0	3362161.0	58	54.68	0.133504	yhcA-yhcD,yhcE	genic
4264	sfsB inducible 1,sfsB inducible 2	sfsB	1799963.0	1800268.0	1800099.0	59	53.13	0.129726	pheM-rplT,rplT-rpmI	intergenic
4265	sfsB inducible 1,sfsB inducible 2	sfsB	3537137.0	3537449.0	3537277.0	60	52.79	0.128881	greB,yhgF-feoA	genic
4266	sfsB inducible 1,sfsB inducible 2	sfsB	3313291.0	3313625.0	3313453.0	61	52.3	0.127697	infB,pnp-rpsO	genic
4267	sfsB inducible 1,sfsB inducible 2	sfsB	3039218.0	3039487.0	3039368.0	62	51.33	0.125328	dsbC,prfB-recJ-dsbC	genic
4268	sfsB inducible 1,sfsB inducible 2	sfsB	1896871.0	1897240.0	1897048.0	63	51.21	0.125024	sdaA-yoaD,yoaD	genic
4269	sfsB inducible 1,sfsB inducible 2	sfsB	4064754.0	4065041.0	4064893.0	64	51.06	0.124674	ompL,yihO-yihP	genic
4270	sfsB inducible 1,sfsB inducible 2	sfsB	2681354.0	2681730.0	2681566.0	65	50.25	0.12269	yphD-yphE-yphF,yphG	genic
4271	sfsB inducible 1,sfsB inducible 2	sfsB	720268.0	720476.0	720380.0	66	49.33	0.120446	ybfH,ybfK	genic
4272	sfsB inducible 1,sfsB inducible 2	sfsB	1754335.0	1754658.0	1754544.0	67	48.86	0.119307	ydhT-ydhU-ydhX-ydhW-ydhV-ydhY,ydhW-ydhV-ydhY	intergenic
4273	sfsB inducible 1,sfsB inducible 2	sfsB	2886993.0	2887411.0	2887220.0	68	48.42	0.14581	ygcB	genic
4274	sfsB inducible 1,sfsB inducible 2	sfsB	4275704.0	4276006.0	4275852.0	69	48.27	0.117852	soxS,yjcC	genic
4275	sfsB inducible 1,sfsB inducible 2	sfsB	3311762.0	3312222.0	3312049.0	70	47.83	0.119076	infB,pnp-rpsO	genic
4276	sfsB inducible 1,sfsB inducible 2	sfsB	4193120.0	4193393.0	4193266.0	71	47.55	0.116093	sroH,thiH-thiG-thiF-thiE-thiC-thiS	genic
4277	sfsB inducible 1,sfsB inducible 2	sfsB	2879716.0	2879998.0	2879855.0	72	47.53	0.116048	ygbF,ygbF-ygbT-casE-casD	genic
4278	sfsB inducible 1,sfsB inducible 2	sfsB	2037819.0	2038165.0	2038003.0	73	47.15	0.124823	hchA,yedV-yedW	genic
4279	sfsB inducible 1,sfsB inducible 2	sfsB	2135974.0	2136307.0	2136141.0	74	46.44	0.113386	wzc-wzb,wzxC-wcaJ-cpsG-cpsB-wcaI-wcaH-wcaG-gmd-wcaF-wcaE-wcaD-wcaC	genic
4280	sfsB inducible 1,sfsB inducible 2	sfsB	3241746.0	3242037.0	3241885.0	75	46.18	0.112744	ygjV,ygjV-uxaA-uxaC	genic
4281	sfsB inducible 1,sfsB inducible 2	sfsB	3817388.0	3817694.0	3817540.0	76	45.96	0.112225	dinD,yicC	genic
4282	sfsB inducible 1,sfsB inducible 2	sfsB	3266923.0	3267190.0	3267058.0	77	45.52	0.111142	tdcF-tdcE-tdcD-tdcC-tdcB-tdcA-tdcG,tdcF-tdcE-tdcD-tdcC-tdcB-tdcG	genic
4283	sfsB inducible 1,sfsB inducible 2	sfsB	2782245.0	2782624.0	2782421.0	78	45.29	0.110579	yfjX-yfjY-yfjZ-ypjF-ypjJ,ypjA	genic
4284	sfsB inducible 1,sfsB inducible 2	sfsB	2524915.0	2525285.0	2525087.0	79	44.8	0.109395	xapB-xapA,yfeN	intergenic
4285	sfsB inducible 1,sfsB inducible 2	sfsB	615426.0	615759.0	615595.0	80	44.77	0.109304	fepC-fepG-fepD,fes-entF-fepE-ybdZ	genic
4286	sfsB inducible 1,sfsB inducible 2	sfsB	1478749.0	1479090.0	1478911.0	81	44.51	0.12361	azoR,ynbA-ynbB-ynbC-ynbD	genic
4287	sfsB inducible 1,sfsB inducible 2	sfsB	3367453.0	3367853.0	3367683.0	82	43.75	0.107424	yhcF,yhcG	intergenic
4288	sfsB inducible 1,sfsB inducible 2	sfsB	1275301.0	1275570.0	1275431.0	83	43.55	0.106339	nc3,ychO	genic
4289	sfsB inducible 1,sfsB inducible 2	sfsB	29831.0	30142.0	29996.0	84	42.26	0.103181	carA-carB,carB	genic
4290	sfsB inducible 1,sfsB inducible 2	sfsB	2422761.0	2423071.0	2422928.0	85	42.1	0.102786	folX-yfcH,yfcI	genic
4291	sfsB inducible 1,sfsB inducible 2	sfsB	1144237.0	1144546.0	1144386.0	86	41.04	0.116736	flgK-flgL,rne	intergenic
4292	sfsB inducible 1,sfsB inducible 2	sfsB	395799.0	396118.0	395961.0	87	40.99	0.100069	ampH,yaiV	genic
4293	sfsB inducible 1,sfsB inducible 2	sfsB	2086840.0	2087147.0	2087008.0	88	40.99	0.100283	plaP,yeeD-yeeE	genic
4294	sfsB inducible 1,sfsB inducible 2	sfsB	2891824.0	2892207.0	2892022.0	89	40.89	0.129224	cysH-cysI-cysJ,queD-ygcN-ygcO	intergenic
4295	sfsB inducible 1,sfsB inducible 2	sfsB	4455718.0	4456017.0	4455866.0	90	40.71	0.099404	mpl,yjgA	genic
4296	sfsB inducible 1,sfsB inducible 2	sfsB	2764287.0	2764601.0	2764465.0	91	40.32	0.098445	yfjJ,yfjK-yfjL	genic
4297	sfsB inducible 1,sfsB inducible 2	sfsB	3445005.0	3445291.0	3445153.0	92	40.03	0.097735	rpsD-rpsK-rpsM-rpmJ-secY-rplO-rpmD,rpsK-rpsM-rpmJ-secY-rplO	genic
4298	sfsB inducible 1,sfsB inducible 2	sfsB	2741012.0	2741369.0	2741204.0	93	39.44	0.097785	tyrA-aroF,yfiL	intergenic
4299	sfsB inducible 1,sfsB inducible 2	sfsB	3901954.0	3902323.0	3902153.0	94	39.29	0.109158	cbrC,yieK-yieL-bglH	genic
4300	sfsB inducible 1,sfsB inducible 2	sfsB	2625879.0	2626172.0	2626009.0	95	38.74	0.094577	ppk-ppx,yfgF	genic
4301	sfsB inducible 1,sfsB inducible 2	sfsB	2963440.0	2963713.0	2963593.0	96	37.11	0.090619	ppdC,recC-ppdC-ygdB-ppdB-ppdA	genic
4302	sfsB inducible 1,sfsB inducible 2	sfsB	842159.0	842471.0	842296.0	97	36.07	0.088606	rlmF	intergenic
4303	sfsB inducible 1,sfsB inducible 2	sfsB	1333664.0	1334008.0	1333843.0	98	35.65	0.096039	cysB,ymiA-yciX	intergenic
4304	sfsB inducible 1,sfsB inducible 2	sfsB	2269385.0	2269570.0	2269496.0	99	35.45	0.086548	lpxT,mepS	genic
4305	sfsB inducible 1,sfsB inducible 2	sfsB	95800.0	96128.0	95957.0	100	35.34	0.086277	ftsL-ftsI-murE-murF-mraY-murD-ftsW-murG-murC-ddlB-ftsQ-ftsA-ftsZ-lpxC,ftsQ	genic
4306	sfsB inducible 1,sfsB inducible 2	sfsB	480575.0	480945.0	480733.0	101	35.23	0.086007	hha-tomB,maa-hha	intergenic
4307	sfsB inducible 1,sfsB inducible 2	sfsB	1090805.0	1091107.0	1090971.0	102	35.01	0.085477	pgaD-pgaC-pgaB-pgaA,phoH	genic
4308	sfsB inducible 1,sfsB inducible 2	sfsB	610566.0	610849.0	610724.0	103	34.87	0.085127	entD-fepA,insL-2	genic
4309	sfsB inducible 1,sfsB inducible 2	sfsB	4551155.0	4551440.0	4551300.0	104	34.44	0.08409	fimA-fimI-fimC,gntP	intergenic
4310	sfsB inducible 1,sfsB inducible 2	sfsB	1398495.0	1398803.0	1398639.0	105	34.39	0.083977	uspE,ynaJ	intergenic
4311	sfsB inducible 1,sfsB inducible 2	sfsB	1551736.0	1552009.0	1551887.0	106	34.31	0.083763	fdnG-fdnH-fdnI,yddM	genic
4312	sfsB inducible 1,sfsB inducible 2	sfsB	3906265.0	3906476.0	3906381.0	107	34.12	0.0833	bglB-bglF-bglG,yieK-yieL-bglH	genic
4313	sfsB inducible 1,sfsB inducible 2	sfsB	1841988.0	1842230.0	1842106.0	108	33.56	0.081947	nudG,ynjH	genic
4314	sfsB inducible 1,sfsB inducible 2	sfsB	3350339.0	3350709.0	3350548.0	109	33.5	0.095287	mtgA-elbB	intergenic
4315	sfsB inducible 1,sfsB inducible 2	sfsB	2427589.0	2428079.0	2427917.0	110	33.43	0.105629	hisP-hisM-hisQ-hisJ-argT	intergenic
4316	sfsB inducible 1,sfsB inducible 2	sfsB	1265165.0	1265451.0	1265318.0	111	32.52	0.07941	hemA-prfA-prmC,ychQ-ychA-kdsA	genic
4317	sfsB inducible 1,sfsB inducible 2	sfsB	1724480.0	1724934.0	1724741.0	112	32.49	0.084775	sodC,ydhF	genic
4318	sfsB inducible 1,sfsB inducible 2	sfsB	626556.0	626833.0	626683.0	113	32.14	0.078463	entC-entE-entB,entH	genic
4319	sfsB inducible 1,sfsB inducible 2	sfsB	3607899.0	3608206.0	3608046.0	114	32.09	0.078361	tusA,zntA	genic
4320	sfsB inducible 1,sfsB inducible 2	sfsB	4533898.0	4534151.0	4534005.0	115	32.08	0.078316	yjhP,yjhQ-yjhX	genic
4321	sfsB inducible 1,sfsB inducible 2	sfsB	2115070.0	2115401.0	2115198.0	116	31.91	0.07791	wcaM-wcaL-wcaK,wcaN	genic
4322	sfsB inducible 1,sfsB inducible 2	sfsB	720925.0	721238.0	721076.0	117	31.89	0.077865	kdpE,potE-speF-speFL	genic
4323	sfsB inducible 1,sfsB inducible 2	sfsB	4298664.0	4299114.0	4298791.0	118	31.64	0.077256	fdhF,yjcO	genic
4324	sfsB inducible 1,sfsB inducible 2	sfsB	105037.0	105298.0	105178.0	119	31.5	0.076907	ftsZ,lpxC-secM	genic
4325	sfsB inducible 1,sfsB inducible 2	sfsB	1374793.0	1375135.0	1374967.0	120	31.26	0.094414	ompG,ycjM-ycjN-ycjO-ycjP-ycjQ-ycjR-ycjS-ycjT-ycjU-ycjV-ompG-ymjB	genic
4326	sfsB inducible 1,sfsB inducible 2	sfsB	1596243.0	1596611.0	1596433.0	121	31.24	0.092571	hipA-hipB,yneO	genic
4327	sfsB inducible 1,sfsB inducible 2	sfsB	1899909.0	1900169.0	1900029.0	122	31.23	0.076252	yoaD,yoaL	genic
4328	sfsB inducible 1,sfsB inducible 2	sfsB	4633632.0	4633963.0	4633803.0	123	31.15	0.088655	creA-creB-creC,ytjC	genic
4329	sfsB inducible 1,sfsB inducible 2	sfsB	4212089.0	4212377.0	4212246.0	124	30.76	0.075091	yjaA	intergenic
4330	sfsB inducible 1,sfsB inducible 2	sfsB	3975591.0	3975908.0	3975744.0	125	30.66	0.075039	wecE-wzxE-wecF,wecF	genic
4331	sfsB inducible 1,sfsB inducible 2	sfsB	4170694.0	4170976.0	4170846.0	126	30.66	0.074854	murB-birA	intergenic
4332	sfsB inducible 1,sfsB inducible 2	sfsB	4369171.0	4369365.0	4369275.0	127	30.6	0.074719	fxsA,yjeH	genic
4333	sfsB inducible 1,sfsB inducible 2	sfsB	2227521.0	2227821.0	2227668.0	128	30.34	0.074087	yohF,yohH	genic
4334	sfsB inducible 1,sfsB inducible 2	sfsB	1058508.0	1058779.0	1058651.0	129	30.33	0.074065	torC-torA-torD,torD	genic
4335	sfsB inducible 1,sfsB inducible 2	sfsB	227582.0	228092.0	227962.0	130	30.29	0.073952	aspU	intergenic
4336	sfsB inducible 1,sfsB inducible 2	sfsB	3113016.0	3113279.0	3113121.0	131	29.93	0.073073	yghF,yghG	genic
4337	sfsB inducible 1,sfsB inducible 2	sfsB	3636984.0	3637228.0	3637112.0	132	29.9	0.072994	yhiM,yhiN	genic
4338	sfsB inducible 1,sfsB inducible 2	sfsB	1577126.0	1577419.0	1577276.0	133	29.8	0.074942	pqqL,yddB-yddA	genic
4339	sfsB inducible 1,sfsB inducible 2	sfsB	2357404.0	2357654.0	2357518.0	134	29.75	0.072644	yfaD-ypaA,ypaA	genic
4340	sfsB inducible 1,sfsB inducible 2	sfsB	3474743.0	3474996.0	3474859.0	135	29.69	0.072497	fusA-rpsG-rpsL,rpsG-rpsL-tusB-tusC-tusD-yheO	genic
4341	sfsB inducible 1,sfsB inducible 2	sfsB	644027.0	644369.0	644191.0	136	29.53	0.084593	rnk,rnk-rna	intergenic
4342	sfsB inducible 1,sfsB inducible 2	sfsB	118575.0	118874.0	118720.0	137	29.5	0.072024	ampD-ampE,aroP	intergenic
4343	sfsB inducible 1,sfsB inducible 2	sfsB	1529465.0	1529727.0	1529592.0	138	29.49	0.07199	rhsE-ydcD,yncO	genic
4344	sfsB inducible 1,sfsB inducible 2	sfsB	843822.0	844059.0	843944.0	139	29.41	0.07181	rlmF,ybiO	genic
4345	sfsB inducible 1,sfsB inducible 2	sfsB	1037718.0	1038064.0	1037863.0	140	28.95	0.07727	appA,cbdA-cbdB-appA-cbdX	genic
4346	sfsB inducible 1,sfsB inducible 2	sfsB	18621.0	18849.0	18744.0	141	28.71	0.070107	insB-1-insA-1-insAB1,nhaR	genic
4347	sfsB inducible 1,sfsB inducible 2	sfsB	2704003.0	2704227.0	2704139.0	142	28.69	0.07005	acpS-pdxJ,acpS-pdxJ-recO-era-rnc	intergenic
